SaleID,price
150000,39804.0303682347
150001,307.73052166218747
150002,5767.070165490735
150003,11663.342733465019
150004,633.0537885096905
150005,2126.709347536826
150006,4742.759567035908
150007,10467.55371029878
150008,2917.0285849587717
150009,2130.376333264875
150010,4701.993819127354
150011,6490.926514062297
150012,2364.1701777023254
150013,11849.291559518899
150014,11497.562135941105
150015,399.8816533019966
150016,550.0774634075905
150017,6203.475100040609
150018,11181.344258351572
150019,1330.0769206187038
150020,5435.614209535773
150021,13546.388836662365
150022,1484.1677962673034
150023,15548.628529148678
150024,1732.2497293653557
150025,6300.486536568404
150026,1493.041672767435
150027,4038.308854103376
150028,21880.646131400776
150029,15037.02471621471
150030,1394.5294387963975
150031,224.91840344579572
150032,4064.2865990950477
150033,2710.26638203723
150034,3388.30679337962
150035,7758.475190015037
150036,954.9326794293045
150037,3941.394742785904
150038,26517.61920040754
150039,1865.9576381517732
150040,13903.596807091164
150041,5200.563605898915
150042,16054.402435269047
150043,25470.90459529165
150044,5795.284327181225
150045,2212.338619188865
150046,2859.3884851060243
150047,47658.18013983118
150048,1238.5895779337532
150049,33726.80336704434
150050,5381.443655442525
150051,9435.27518308695
150052,931.7438753712171
150053,592.0037374934484
150054,14285.770572934467
150055,4560.396446100388
150056,919.0607433592943
150057,2612.05641388961
150058,1166.1309286339647
150059,2232.863991874842
150060,9015.348112799715
150061,3247.767710104719
150062,1045.7263998233254
150063,11138.618281080553
150064,20883.350316446493
150065,9902.664895685346
150066,12566.332978534487
150067,3800.1120922635873
150068,890.3551326516081
150069,2580.530866142457
150070,1811.065334768161
150071,603.1000745452156
150072,992.5211389721189
150073,23639.823624183715
150074,258.30448412719886
150075,1191.5503588409297
150076,1759.4144978239722
150077,5353.234826330758
150078,2332.762926043396
150079,3424.3510463873035
150080,2977.753573055985
150081,8650.418098478254
150082,15197.493245510137
150083,454.74559377252854
150084,3811.9150943318937
150085,3534.721796723432
150086,34354.75517272543
150087,342.76853871957246
150088,2845.0582186150673
150089,2944.0594638682433
150090,1138.986824184094
150091,6644.037877183971
150092,5370.955082359458
150093,1009.5951922644829
150094,10763.155600497008
150095,153.8427690545821
150096,14935.80188400177
150097,9396.652955250636
150098,496.4809520859543
150099,436.62904582905855
150100,524.3859009353754
150101,4302.181992720463
150102,1574.2114246196195
150103,2580.6737418650564
150104,4176.27997663651
150105,1006.5369818172787
150106,2730.752590803422
150107,649.3397880857286
150108,7355.866317429018
150109,1937.4347399231765
150110,2834.6056612134935
150111,10745.965327301295
150112,10696.911685769723
150113,1979.579831026122
150114,936.1009792237396
150115,2788.8047289812157
150116,5992.880625600549
150117,3041.400966504284
150118,22492.745612797473
150119,9655.654300804923
150120,14473.482180288169
150121,1791.2877128889036
150122,8224.89145934048
150123,47.762941043529395
150124,14047.300966703944
150125,4365.459486701101
150126,2240.9116506726136
150127,15070.620247402165
150128,30076.3607074441
150129,2691.6190917876074
150130,3684.5879001078447
