SaleID,price
150000,41491.373
150001,344.976
150002,7228.005
150003,13640.97
150004,667.698
150005,1845.775
150006,5498.494
150007,10633.79
150008,4167.075
150009,2434.891
150010,1217.331
150011,7603.355
150012,1828.233
150013,14517.538
150014,13638.818
150015,411.122
150016,605.078
150017,6166.829
150018,13516.056
150019,1511.17
150020,6509.087
150021,16206.358
150022,1593.805
150023,19449.448
150024,2076.72
150025,7399.204
150026,1261.611
150027,4663.164
150028,28044.512
150029,15966.667
150030,1509.709
150031,306.15
150032,4157.226
150033,2849.378
150034,3492.975
150035,9130.314
150036,1054.014
150037,4758.948
150038,32659.485
150039,1862.613
150040,16645.779
150041,4496.073
150042,16014.172
150043,31596.372
150044,6717.174
150045,2192.338
150046,3146.191
150047,59056.241
150048,1389.185
150049,39070.863
150050,6113.266
150051,9902.671
150052,1021.808
150053,496.463
150054,17938.126
150055,5391.811
150056,987.366
150057,2761.691
150058,1289.251
150059,2521.081
150060,10421.934
150061,3840.962
150062,1079.927
150063,13150.361
150064,24794.955
150065,10620.582
150066,15149.663
150067,4460.853
150068,845.875
150069,3002.794
150070,1938.191
150071,641.615
150072,1078.026
150073,29202.821
150074,254.668
150075,1248.822
150076,1857.947
150077,5935.339
150078,2725.974
150079,3139.057
150080,3469.925
150081,10013.82
150082,18509.829
150083,462.666
150084,4266.342
150085,3893.811
150086,43599.986
150087,355.448
150088,3321.01
150089,3497.988
150090,619.823
150091,7865.4
150092,6392.611
150093,1032.682
150094,12877.979
150095,149.387
150096,19112.737
150097,11651.907
150098,536.546
150099,427.536
150100,624.517
150101,5126.248
150102,1209.879
150103,2985.217
150104,4975.775
150105,1086.501
150106,2043.361
150107,719.341
150108,8842.844
150109,2195.889
150110,3082.633
150111,12370.25
150112,13185.573
150113,1826.694
150114,952.633
150115,2941.448
150116,6849.771
150117,3510.52
150118,26959.926
150119,11802.993
150120,17429.634
150121,1439.895
150122,7808.511
150123,41.934
150124,16771.81
150125,5231.15
150126,2556.356
150127,17262.78
150128,37278.57
150129,3153.45
150130,4187.93
150131,1142.949
150132,5512.721
150133,6088.816
150134,16552.448
150135,1481.958
150136,1651.719
150137,3445.456
150138,7594.934
150139,1139.535
150140,1509.631
150141,2232.101
150142,10765.932
150143,6767.616
150144,929.353
150145,2309.749
150146,8072.025
150147,1759.992
150148,2690.654
150149,676.279
150150,4019.289
150151,8306.411
150152,791.412
150153,1176.817
150154,24103.021
150155,2937.397
150156,359.443
150157,5893.127
150158,1444.94
150159,11720.737
150160,52128.564
150161,1021.792
150162,864.791
150163,819.146
150164,5298.374
150165,3955.018
150166,7852.946
150167,2461.342
150168,6061.84
150169,2617.393
150170,3710.586
150171,4202.072
150172,2143.474
150173,7151.188
150174,3824.179
150175,715.117
150176,28018.081
150177,234.688
150178,1433.522
150179,4165.552
150180,804.55
150181,1497.022
150182,6598.836
150183,989.987
150184,736.405
150185,9637.344
150186,2794.009
150187,19439.891
150188,2998.691
150189,5980.849
150190,6175.436
150191,98.367
150192,1685.223
150193,3416.603
150194,16516.873
150195,831.28
150196,21540.118
150197,3979.329
150198,4200.246
150199,3904.089
150200,2599.996
150201,11218.265
150202,2260.906
150203,458.518
150204,3718.396
