SaleID,price
150000,39927.32118380137
150001,287.62147525858467
150002,6017.801540405713
150003,11794.428588061903
150004,626.0208527364432
150005,2049.697596995629
150006,4676.525053727212
150007,10749.958254181123
150008,3001.6051130242404
150009,2139.7720156346086
150010,5630.0290662410725
150011,6450.79972014985
150012,2396.2610535130784
150013,11839.53384233073
150014,11828.246937831776
150015,362.36331835770346
150016,556.2792855057118
150017,6027.365714187612
150018,11117.119667690198
150019,1351.415554653727
150020,5516.0820851111985
150021,13212.454306788695
150022,1507.3235462994576
150023,15580.530435894449
150024,1732.2871213455637
150025,6268.8459563932975
150026,1510.7379458184812
150027,4046.4137160692044
150028,21687.739820803217
150029,15409.81731022552
150030,1394.4902643186156
150031,226.05863724953673
150032,4057.8604178414744
150033,2738.3348842380724
150034,3393.0251182919287
150035,7637.06784014816
150036,912.1536061727026
150037,3944.2822589103016
150038,26333.518670020083
150039,1826.782713497216
150040,14475.841618530969
150041,5167.993148771182
150042,15846.41305140706
150043,25452.69721318151
150044,5525.688457964098
150045,2189.8865902552834
150046,2843.946216980906
150047,46675.012991119445
150048,1250.5940043133214
150049,34972.17738267469
150050,5350.288435189392
150051,9503.90255039774
150052,943.0650231894575
150053,636.8776033835794
150054,14626.13271340008
150055,4590.515398457783
150056,920.9588720180197
150057,2609.2764206124752
150058,1233.1822318363193
150059,2272.7195290667996
150060,9110.331611061414
150061,3214.872929192987
150062,1092.5261394888034
150063,11070.404097160375
150064,20945.746799326764
150065,10075.656578229895
150066,12705.67961644469
150067,3804.152227821489
150068,912.3144114262966
150069,2559.7465331691355
150070,1778.60546364599
150071,598.7527427459501
150072,1010.7639530533957
150073,23513.80483640676
150074,260.3931523546604
150075,1162.5848160366868
150076,1763.826535724717
150077,5405.730678887125
150078,2272.405661439664
150079,3226.665360273342
150080,2975.518024607313
150081,8800.72294680713
150082,15117.259112334512
150083,440.0232198668673
150084,3785.4565036421286
150085,3560.1387094426527
150086,33357.16250205869
150087,327.50090346278955
150088,2875.9442839736116
150089,2917.232844082193
150090,1202.0649032198528
150091,6756.847354382595
150092,5115.217068308947
150093,1010.8445911701945
150094,10799.606704958027
150095,166.75663600345476
150096,14989.953651354597
150097,9320.23973596601
150098,509.2284788994141
150099,440.5559496387243
150100,537.0585796165817
150101,4308.638838769531
150102,1487.1004097905368
150103,2589.993824169604
150104,4217.519514302875
150105,980.200230879442
150106,2724.502483973627
150107,651.6473685764802
150108,7416.5759503269255
150109,1942.7438006544603
150110,2832.5572501777388
150111,10637.93475035794
150112,10496.479583266933
150113,1844.8973451585657
150114,967.7369290569814
150115,2746.0303397857897
150116,5922.021229610162
150117,3048.386976396289
150118,22815.024429858266
150119,9755.976873658921
150120,14447.622399007614
150121,1701.1580955609272
150122,8029.870711573536
150123,64.28171375570098
150124,14132.656476257402
150125,4372.1232758015285
150126,2195.846317696021
150127,14964.518663578467
150128,29882.34050983768
150129,2772.2778495391653
150130,3745.178801781206
150131,876.7001335532327
150132,3738.844027098477
150133,6240.170196218093
150134,15340.019267511805
150135,1329.9611508653118
150136,1553.9123793311364
150137,3134.4390392406895
150138,7385.443370210983
150139,974.0656826840923
150140,1306.4874959844467
150141,2596.2528138456864
150142,8909.105055607652
150143,5692.275303469955
150144,702.4795144913898
150145,2063.972252735244
150146,6598.539334603162
150147,2132.468146248693
150148,2419.9142420028693
150149,607.3039977503016
150150,3517.92078244839
150151,6765.106332082513
150152,881.3792017164906
150153,892.5419493652818
150154,20030.20727090293
150155,2656.945003181832
150156,383.0646498143961
150157,4995.966510961114
150158,1386.9996138535653
150159,12284.37254487659
150160,46190.2343764337
150161,942.8605348114833
150162,819.7946406713777
150163,775.2013309926281
150164,4873.59183513523
150165,3426.2204708333193
150166,6606.627230002899
150167,2487.212858153131
150168,4957.1255633435385
150169,2632.643897427247
150170,3293.3027539007808
150171,3794.300198769257
150172,2001.071541451065
